,OFFENSE,BLKADDR,City,State,Latitude,Longitude
1972,BURGLARY RESIDENTIAL,2200 BLOCK JEFFERSON AVE,Berkeley,CA,37.868058, -122.278332
1973,BURGLARY RESIDENTIAL,2900 BLOCK WHEELER ST,Berkeley,CA,37.856853, -122.26482
1974,BURGLARY AUTO,2200 BLOCK ROOSEVELT AVE,Berkeley,CA,37.868194, -122.276063
1975,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1976,VEHICLE STOLEN,1700 BLOCK SAN PABLO AVE,Berkeley,CA,37.87325, -122.293558
1977,IDENTITY THEFT,1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
1978,THEFT FELONY (OVER $950),1500 BLOCK GRANT ST,Berkeley,CA,37.879188, -122.276107
1979,THEFT FROM AUTO,2000 BLOCK EUNICE ST,Berkeley,CA,37.885381, -122.272269
1980,VEHICLE STOLEN,2300 BLOCK SACRAMENTO ST,Berkeley,CA,37.865816, -122.281601
1981,BURGLARY AUTO,1500 BLOCK RUSSELL ST,Berkeley,CA,37.854833, -122.279839
1982,THEFT MISD. (UNDER $950),2700 BLOCK PARKER ST,Berkeley,CA,37.863938, -122.253735
1983,VANDALISM,1600 BLOCK WALNUT ST,Berkeley,CA,37.878407, -122.267962
1984,IDENTITY THEFT,1100 BLOCK SPRUCE ST,Berkeley,CA,37.888512, -122.266746
1985,BURGLARY RESIDENTIAL,2500 BLOCK REGENT ST,Berkeley,CA,37.865202, -122.257795
1986,VANDALISM,2900 BLOCK STANTON ST,Berkeley,CA,37.854891, -122.280148
1987,VEHICLE STOLEN,2600 BLOCK DANA ST,Berkeley,CA,37.863072, -122.260352
1988,THEFT MISD. (UNDER $950),2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
1989,BURGLARY RESIDENTIAL,1000 BLOCK STERLING AVE,Berkeley,CA,37.890977, -122.259745
1990,THEFT MISD. (UNDER $950),2200 BLOCK SAN PABLO AVE,Berkeley,CA,37.866206, -122.29129
1991,VANDALISM,1800 BLOCK 5TH ST,Berkeley,CA,37.870185, -122.299609
1992,VANDALISM,2400 BLOCK SACRAMENTO ST,Berkeley,CA,37.863839, -122.281391
1993,DOMESTIC VIOLENCE,2800 BLOCK SACRAMENTO ST,Berkeley,CA,37.856769, -122.27984
1994,DOMESTIC VIOLENCE,3000 BLOCK DOHR ST,Berkeley,CA,37.853221, -122.280832
1995,VANDALISM,3000 BLOCK ASHBY AVE,Berkeley,CA,37.858047, -122.245306
1996,THEFT MISD. (UNDER $950),2600 BLOCK REGENT ST,Berkeley,CA,37.863369, -122.257622
1997,THEFT MISD. (UNDER $950),2900 BLOCK SAN PABLO AVE,Berkeley,CA,37.853576, -122.287202
1998,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1999,VANDALISM,2400 BLOCK ASHBY AVE,Berkeley,CA,37.856111, -122.260248
2000,VEHICLE STOLEN,2300 BLOCK ACTON ST,Berkeley,CA,37.865349, -122.28377
2001,VEHICLE STOLEN,1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
2002,DISTURBANCE,2115 HASTE ST,Berkeley,CA,37.864976, -122.266752
2003,VEHICLE STOLEN,1300 BLOCK HENRY ST,Berkeley,CA,37.883512, -122.27103
2004,BURGLARY COMMERCIAL,2100 BLOCK UNIVERSITY AVE,Berkeley,CA,37.872175, -122.267835
2005,THEFT MISD. (UNDER $950),1500 BLOCK SOLANO AVE,Berkeley,CA,37.890928, -122.287251
2006,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
2007,VEHICLE RECOVERED,900 BLOCK ALLSTON WAY,Berkeley,CA,37.86549, -122.295702
2008,DISTURBANCE,1800 BLOCK DERBY ST,Berkeley,CA,37.859556, -122.273545
2009,BURGLARY AUTO,2807 TELEGRAPH AVE,Berkeley,CA,37.85941, -122.25919
2010,BURGLARY AUTO,2800 BLOCK FULTON ST,Berkeley,CA,37.858759, -122.264112
2011,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
2012,THEFT MISD. (UNDER $950),1800 BLOCK HEARST AVE,Berkeley,CA,37.873025, -122.275438
2013,VANDALISM,2500 BLOCK WARRING ST,Berkeley,CA,37.865945, -122.250471
2014,VANDALISM,100 BLOCK AVENIDA DR,Berkeley,CA,37.883791, -122.249709
2015,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2016,NARCOTICS,2200 BLOCK SHATTUCK AVE,Berkeley,CA,37.869363, -122.268028
2017,VEHICLE STOLEN,2400 BLOCK JEFFERSON AVE,Berkeley,CA,37.864226, -122.277937
2018,ASSAULT/BATTERY MISD.,2200 BLOCK SHATTUCK AVE,Berkeley,CA,37.869363, -122.268028
2019,BURGLARY AUTO,1900 BLOCK MILVIA ST,Berkeley,CA,37.873607, -122.270903
2020,BRANDISHING,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
2021,NARCOTICS,1600 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.877696, -122.273684
2022,ASSAULT/BATTERY FEL.,1200 BLOCK ASHBY AVE,Berkeley,CA,37.852211, -122.286336
2023,BRANDISHING,2100 BLOCK MILVIA ST,Berkeley,CA,37.870603, -122.270612
2024,FRAUD/FORGERY,200 BLOCK MARINA BLVD,Berkeley,CA,37.868667, -122.313656
2025,ASSAULT/BATTERY MISD.,2400 BLOCK ASHBY AVE,Berkeley,CA,37.856111, -122.260248
2026,DISTURBANCE,2000 BLOCK FRANCISCO ST,Berkeley,CA,37.875391, -122.271141
2027,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
2028,VANDALISM,2600 BLOCK DANA ST,Berkeley,CA,37.863072, -122.260352
2029,VANDALISM,3300 BLOCK ADELINE ST,Berkeley,CA,37.848292, -122.271773
2030,VEHICLE STOLEN,1224 TALBOT AVE,Berkeley,CA,37.882015, -122.292643
2031,THEFT FELONY (OVER $950),1000 BLOCK WOODSIDE RD,Berkeley,CA,37.894172, -122.253946
2032,VEHICLE STOLEN,1500 BLOCK HEARST AVE,Berkeley,CA,37.872158, -122.282066
2033,VEHICLE STOLEN,1900 BLOCK MCGEE AVE,Berkeley,CA,37.87241, -122.277692
2034,DOMESTIC VIOLENCE,2200 BLOCK SAN PABLO AVE,Berkeley,CA,37.866206, -122.29129
2035,THEFT MISD. (UNDER $950),1250 UNIVERSITY AVE,Berkeley,CA,37.869701, -122.287039
2036,BURGLARY RESIDENTIAL,1100 BLOCK ALLSTON WAY,Berkeley,CA,37.866528, -122.290227
2037,VEHICLE STOLEN,2500 BLOCK MABEL ST,Berkeley,CA,37.861627, -122.285466
2038,DISTURBANCE,1800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871246, -122.274991
2039,VEHICLE STOLEN,2519 DURANT AVE,Berkeley,CA,37.867935, -122.258021
2040,BURGLARY COMMERCIAL,,Berkeley,CA,37.869058, -122.270455
2041,THEFT MISD. (UNDER $950),2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
2042,VEHICLE STOLEN,600 BLOCK GILMAN ST,Berkeley,CA,37.878405, -122.306072
2043,VEHICLE STOLEN,2900 BLOCK PIEDMONT AVE,Berkeley,CA,37.858628, -122.250783
2044,DOMESTIC VIOLENCE,2500 BLOCK TELEGRAPH AVE,Berkeley,CA,37.864827, -122.258577
2045,THEFT FELONY (OVER $950),500 BLOCK SPRUCE ST,Berkeley,CA,37.901596, -122.270187
2046,THEFT MISD. (UNDER $950),2300 BLOCK TELEGRAPH AVE,Berkeley,CA,37.868714, -122.259189
2047,BURGLARY AUTO,2600 BLOCK HILLEGASS AVE,Berkeley,CA,37.863292, -122.256293
2048,BURGLARY COMMERCIAL,900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868263, -122.296013
2049,VANDALISM,2400 BLOCK DANA ST,Berkeley,CA,37.866508, -122.261057
2050,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
2051,VEHICLE STOLEN,1300 BLOCK HENRY ST,Berkeley,CA,37.883512, -122.27103
2052,BURGLARY RESIDENTIAL,100 BLOCK ALVARADO RD,Berkeley,CA,37.857745, -122.23991
2053,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2054,THEFT FELONY (OVER $950),2000 BLOCK HEARST AVE,Berkeley,CA,37.873639, -122.27064
2055,DISTURBANCE,1300 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869764, -122.28655
2056,THEFT FROM AUTO,1600 BLOCK ALCATRAZ AVE,Berkeley,CA,37.848152, -122.275807
2057,DISTURBANCE,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
2058,MISSING ADULT,1200 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869385, -122.28953
2059,THEFT MISD. (UNDER $950),2500 BLOCK TELEGRAPH AVE,Berkeley,CA,37.864827, -122.258577
2060,DISTURBANCE,1200 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869385, -122.28953
2061,BURGLARY RESIDENTIAL,1000 BLOCK HEARST AVE,Berkeley,CA,37.869993, -122.294774
2062,THEFT MISD. (UNDER $950),1500 BLOCK SOLANO AVE,Berkeley,CA,37.890928, -122.287251
2063,THEFT MISD. (UNDER $950),1600 BLOCK SOLANO AVE,Berkeley,CA,37.891095, -122.284247
2064,ROBBERY,2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2065,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
2066,VANDALISM,600 BLOCK SPRUCE ST,Berkeley,CA,37.899602, -122.271102
2067,ROBBERY,1500 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870396, -122.281585
2068,NARCOTICS,2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2069,MISSING ADULT,2700 BLOCK SACRAMENTO ST,Berkeley,CA,37.858433, -122.280183
2070,THEFT FELONY (OVER $950),2700 BLOCK ACTON ST,Berkeley,CA,37.858427, -122.282485
2071,THEFT MISD. (UNDER $950),1300 BLOCK WALNUT ST,Berkeley,CA,37.883798, -122.268567
2072,BURGLARY AUTO,2362 BANCROFT WAY,Berkeley,CA,37.8683, -122.262426
2073,THEFT MISD. (UNDER $950),1500 BLOCK SACRAMENTO ST,Berkeley,CA,37.878571, -122.282954
2074,DISTURBANCE,2300 BLOCK DURANT AVE,Berkeley,CA,37.867259, -122.26324
2075,ASSAULT/BATTERY MISD.,2450 DURANT AVE,Berkeley,CA,37.867668, -122.260109
2076,VANDALISM,2200 BLOCK SHATTUCK AVE,Berkeley,CA,37.869363, -122.268028
2077,SEXUAL ASSAULT FEL.,2300 BLOCK 4TH ST,Berkeley,CA,37.862817, -122.298359
2078,THEFT FROM AUTO,850 HEARST AVE,Berkeley,CA,37.869402, -122.297654
2079,BURGLARY RESIDENTIAL,1700 BLOCK HIGHLAND PL,Berkeley,CA,37.877482, -122.256109
2080,DISTURBANCE,2900 BLOCK SACRAMENTO ST,Berkeley,CA,37.8549, -122.27945
2081,THEFT MISD. (UNDER $950),2300 BLOCK HASTE ST,Berkeley,CA,37.865443, -122.263189
2082,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2083,ROBBERY,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
2084,THEFT MISD. (UNDER $950),1300 BLOCK SAN PABLO AVE,Berkeley,CA,37.880228, -122.295798
2085,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
2086,BURGLARY AUTO,2300 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.866405, -122.272443
2087,BURGLARY AUTO,1400 BLOCK SHATTUCK AVE,Berkeley,CA,37.881957, -122.269551
2088,IDENTITY THEFT,1800 BLOCK 7TH ST,Berkeley,CA,37.870538, -122.297407
2089,DISTURBANCE,1521 SHATTUCK AVE,Berkeley,CA,37.879869, -122.269192
2090,THEFT MISD. (UNDER $950),1900 BLOCK SAN PABLO AVE,Berkeley,CA,37.870205, -122.292581
2091,ASSAULT/BATTERY MISD.,1998 SHATTUCK AVE,Berkeley,CA,37.872408, -122.26843
2092,BURGLARY RESIDENTIAL,1311 ACTON ST,Berkeley,CA,37.881943, -122.284971
2093,THEFT FROM AUTO,200 BLOCK FAIRLAWN DR,Berkeley,CA,37.884743, -122.250296
2094,DISTURBANCE,1300 BLOCK SHATTUCK AVE,Berkeley,CA,37.883621, -122.269734
2095,THEFT MISD. (UNDER $950),2800 BLOCK MILVIA ST,Berkeley,CA,37.857592, -122.269186
2096,THEFT FELONY (OVER $950),2000 BLOCK EUNICE ST,Berkeley,CA,37.885381, -122.272269
2097,IDENTITY THEFT,400 BLOCK ARLINGTON AVE,Berkeley,CA,37.902647, -122.277413
2098,NARCOTICS,2100 BLOCK MILVIA ST,Berkeley,CA,37.870603, -122.270612
2099,VEHICLE STOLEN,2200 BLOCK WARD ST,Berkeley,CA,37.8598, -122.264351
2100,BRANDISHING,500 BLOCK UNIVERSITY AVE,Berkeley,CA,37.866293, -122.30551
2101,THEFT FROM AUTO,1200 BLOCK NEILSON ST,Berkeley,CA,37.882875, -122.288595
2102,THEFT MISD. (UNDER $950),2100 BLOCK DWIGHT WAY,Berkeley,CA,37.863977, -122.267307
2103,THEFT MISD. (UNDER $950),1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
2104,THEFT FROM AUTO,1500 BLOCK ARCH ST,Berkeley,CA,37.880636, -122.264757
2105,ASSAULT/BATTERY MISD.,2100 BLOCK GRANT ST,Berkeley,CA,37.870243, -122.275149
2106,BURGLARY AUTO,700 BLOCK ADDISON ST,Berkeley,CA,37.866145, -122.300016
2107,VANDALISM,1800 BLOCK SPRUCE ST,Berkeley,CA,37.875053, -122.26548
2108,BURGLARY RESIDENTIAL,900 BLOCK MODOC ST,Berkeley,CA,37.891117, -122.280265
2109,THEFT MISD. (UNDER $950),2800 BLOCK SHATTUCK AVE,Berkeley,CA,37.858525, -122.266906
2110,FRAUD/FORGERY,1818 ACTON ST,Berkeley,CA,37.872134, -122.284582
2111,VANDALISM,1100 BLOCK FRANCISCO ST,Berkeley,CA,37.872656, -122.292748
2112,IDENTITY THEFT,2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
2113,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
2114,BURGLARY RESIDENTIAL,1700 BLOCK WALNUT ST,Berkeley,CA,37.876595, -122.267789
2115,THEFT MISD. (UNDER $950),1500 BLOCK SHATTUCK AVE,Berkeley,CA,37.880227, -122.26936
2116,BURGLARY RESIDENTIAL,600 BLOCK PERALTA AVE,Berkeley,CA,37.896395, -122.285494
2117,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
2118,VEHICLE STOLEN,600 BLOCK GILMAN ST,Berkeley,CA,37.878405, -122.306072
2119,THEFT MISD. (UNDER $950),2300 BLOCK TELEGRAPH AVE,Berkeley,CA,37.868714, -122.259189
2120,VEHICLE STOLEN,1600 BLOCK STUART ST,Berkeley,CA,37.857246, -122.277347
2121,THEFT FROM AUTO,2200 BLOCK MCGEE AVE,Berkeley,CA,37.868108, -122.277222
2122,BRANDISHING,2900 BLOCK SHATTUCK AVE,Berkeley,CA,37.855523, -122.266529
2123,DISTURBANCE,2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2124,BURGLARY RESIDENTIAL,2724 CHANNING WAY,Berkeley,CA,37.867595, -122.253254
2125,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2126,BURGLARY AUTO,1500 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.87965, -122.273873
2127,BURGLARY RESIDENTIAL,1800 BLOCK DERBY ST,Berkeley,CA,37.859556, -122.273545
2128,ASSAULT/BATTERY MISD.,2300 BLOCK TELEGRAPH AVE,Berkeley,CA,37.868714, -122.259189
2129,THEFT FROM AUTO,1500 BLOCK 6TH ST,Berkeley,CA,37.875076, -122.299959
2130,ARSON,1500 BLOCK STUART ST,Berkeley,CA,37.856968, -122.279544
2131,BURGLARY RESIDENTIAL,2300 BLOCK PIEDMONT AVE,Berkeley,CA,37.869839, -122.252365
2132,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
2133,ROBBERY,2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
2134,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2135,BURGLARY AUTO,100 BLOCK SEAWALL DR,Berkeley,CA,37.863611, -122.317566
2136,THEFT FROM AUTO,1539 PARKER ST,Berkeley,CA,37.860677, -122.279
2137,THEFT FROM AUTO,1500 BLOCK SCENIC AVE,Berkeley,CA,37.880893, -122.263673
2138,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2139,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2140,VEHICLE STOLEN,1900 BLOCK HARMON ST,Berkeley,CA,37.849786, -122.269782
2141,THEFT FROM AUTO,1000 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868641, -122.29415
2142,ASSAULT/BATTERY MISD.,2900 BLOCK TELEGRAPH AVE,Berkeley,CA,37.857452, -122.259548
2143,VEHICLE STOLEN,2400 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.865059, -122.272291
2144,THEFT FELONY (OVER $950),2100 BLOCK ESSEX ST,Berkeley,CA,37.853861, -122.26598
2145,THEFT MISD. (UNDER $950),2400 BLOCK SHATTUCK AVE,Berkeley,CA,37.865772, -122.267643
2146,THEFT FROM AUTO,1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
2147,DOMESTIC VIOLENCE,2000 BLOCK SACRAMENTO ST,Berkeley,CA,37.870337, -122.282043
2148,BRANDISHING,2300 BLOCK SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
2149,IDENTITY THEFT,2900 BLOCK SHASTA RD,Berkeley,CA,37.888842, -122.254155
2150,VEHICLE STOLEN,500 BLOCK PANORAMIC WAY,Berkeley,CA,37.868898, -122.243093
2151,THEFT FROM AUTO,700 BLOCK HILLDALE AVE,Berkeley,CA,37.898747, -122.266109
2152,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
2153,BURGLARY COMMERCIAL,1700 BLOCK SAN PABLO AVE,Berkeley,CA,37.87325, -122.293558
2154,DOMESTIC VIOLENCE,1700 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870948, -122.27733
2155,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
2156,VANDALISM,1900 BLOCK RUSSELL ST,Berkeley,CA,37.856132, -122.271292
2157,BURGLARY AUTO,2600 BLOCK ELLSWORTH ST,Berkeley,CA,37.862562, -122.262598
2158,THEFT FROM AUTO,1300 BLOCK SHATTUCK AVE,Berkeley,CA,37.883621, -122.269734
2159,VEHICLE STOLEN,1800 BLOCK ALCATRAZ AVE,Berkeley,CA,37.848774, -122.271171
2160,THEFT MISD. (UNDER $950),3000 BLOCK ELLIS ST,Berkeley,CA,37.853951, -122.273198
2161,BURGLARY AUTO,1300 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869764, -122.28655
2162,BURGLARY AUTO,2000 BLOCK MILVIA ST,Berkeley,CA,37.871461, -122.270706
2163,VEHICLE STOLEN,2800 BLOCK PARK ST,Berkeley,CA,37.8559, -122.283101
2164,IDENTITY THEFT,1400 BLOCK PARKER ST,Berkeley,CA,37.860172, -122.282847
2165,THEFT FELONY (OVER $950),700 BLOCK GRAYSON ST,Berkeley,CA,37.85444, -122.296619
2166,THEFT FROM AUTO,800 BLOCK MIRAMAR AVE,Berkeley,CA,37.892638, -122.284804
2167,DOMESTIC VIOLENCE,3240 SACRAMENTO ST,Berkeley,CA,37.848413, -122.277936
2168,THEFT MISD. (UNDER $950),2100 BLOCK PARKER ST,Berkeley,CA,37.862169, -122.267084
2169,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
2170,THEFT FROM AUTO,1700 BLOCK EASTSHORE HWY,Berkeley,CA,37.871175, -122.304755
2171,VEHICLE STOLEN,2200 BLOCK DWIGHT WAY,Berkeley,CA,37.864238, -122.265263
2172,VEHICLE STOLEN,2700 BLOCK SAN PABLO AVE,Berkeley,CA,37.857714, -122.288536
2173,THEFT FROM AUTO,1000 BLOCK DELAWARE ST,Berkeley,CA,37.871265, -122.295043
2174,IDENTITY THEFT,1300 BLOCK DELAWARE ST,Berkeley,CA,37.872499, -122.286632
2175,ASSAULT/BATTERY MISD.,700 BLOCK UNIVERSITY AVE,Berkeley,CA,37.867307, -122.300468
2176,ASSAULT/BATTERY MISD.,1500 BLOCK SHATTUCK AVE,Berkeley,CA,37.880227, -122.26936
2177,THEFT MISD. (UNDER $950),2200 BLOCK HEARST AVE,Berkeley,CA,37.874182, -122.265937
2178,BURGLARY AUTO,2500 BLOCK ETNA ST,Berkeley,CA,37.865797, -122.252741
2179,BURGLARY COMMERCIAL,2700 BLOCK WEBSTER ST,Berkeley,CA,37.855798, -122.252707
2180,THEFT FROM AUTO,1400 BLOCK GRIZZLY PEAK BLVD,Berkeley,CA,37.884902, -122.24847
2181,THEFT FROM AUTO,1700 BLOCK WARD ST,Berkeley,CA,37.858392, -122.275421
2182,ALCOHOL OFFENSE,900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868263, -122.296013
2183,THEFT FELONY (OVER $950),2700 BLOCK DURANT AVE,Berkeley,CA,37.868352, -122.254459
2184,VANDALISM,1900 BLOCK SAN PABLO AVE,Berkeley,CA,37.870205, -122.292581
2185,BURGLARY COMMERCIAL,2500 BLOCK SACRAMENTO ST,Berkeley,CA,37.862059, -122.281167
2186,VEHICLE STOLEN,3000 BLOCK TELEGRAPH AVE,Berkeley,CA,37.855435, -122.259841
2187,BURGLARY COMMERCIAL,900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868263, -122.296013
2188,IDENTITY THEFT,2200 BLOCK DERBY ST,Berkeley,CA,37.860687, -122.26454
2189,ASSAULT/BATTERY MISD.,1800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871246, -122.274991
2190,VEHICLE STOLEN,1300 BLOCK HEARST AVE,Berkeley,CA,37.871317, -122.286575
2191,THEFT MISD. (UNDER $950),2300 BLOCK SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
2192,ROBBERY,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
2193,BURGLARY AUTO,500 BLOCK TUNNEL RD,Berkeley,CA,37.850704, -122.230786
2194,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
2195,BURGLARY RESIDENTIAL,1300 BLOCK HOPKINS ST,Berkeley,CA,37.878239, -122.288374
2196,THEFT MISD. (UNDER $950),1669 OXFORD ST,Berkeley,CA,37.877442, -122.266726
2197,BURGLARY RESIDENTIAL,2700 BLOCK DWIGHT WAY,Berkeley,CA,37.865748, -122.253396
2198,ROBBERY,1900 BLOCK 4TH ST,Berkeley,CA,37.86825, -122.300093
2199,ROBBERY,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
2200,THEFT FELONY (OVER $950),1700 BLOCK HEARST AVE,Berkeley,CA,37.872725, -122.277729
2201,DISTURBANCE,1900 BLOCK SHATTUCK AVE,Berkeley,CA,37.873687, -122.268616
2202,THEFT MISD. (UNDER $950),1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
2203,BURGLARY AUTO,2400 BLOCK DWIGHT WAY,Berkeley,CA,37.864826, -122.260719
2204,BURGLARY COMMERCIAL,800 BLOCK POTTER ST,Berkeley,CA,37.850798, -122.294689
2205,THEFT FROM AUTO,2500 BLOCK STUART ST,Berkeley,CA,37.85976, -122.257034
2206,BURGLARY RESIDENTIAL,2900 BLOCK PIEDMONT AVE,Berkeley,CA,37.858628, -122.250783
2207,THEFT FELONY (OVER $950),1600 BLOCK DWIGHT WAY,Berkeley,CA,37.862516, -122.27853
2208,ASSAULT/BATTERY MISD.,1300 BLOCK FRANCISCO ST,Berkeley,CA,37.873393, -122.286956
2209,VEHICLE STOLEN,1100 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869067, -122.292043
2210,ROBBERY,2700 BLOCK HASTE ST,Berkeley,CA,37.866568, -122.254084
2211,BURGLARY RESIDENTIAL,800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.86771, -122.298466
2212,ARSON,2000 BLOCK SHATTUCK AVE,Berkeley,CA,37.8719, -122.268389
2213,THEFT MISD. (UNDER $950),2700 BLOCK DWIGHT WAY,Berkeley,CA,37.865748, -122.253396
2214,BURGLARY RESIDENTIAL,600 BLOCK PERALTA AVE,Berkeley,CA,37.896395, -122.285494
2215,THEFT MISD. (UNDER $950),2400 BLOCK ASHBY AVE,Berkeley,CA,37.856111, -122.260248
2216,BURGLARY COMMERCIAL,900 BLOCK GILMAN ST,Berkeley,CA,37.879677, -122.299779
2217,ARSON,1400 BLOCK ASHBY AVE,Berkeley,CA,37.853216, -122.281082
2218,ASSAULT/BATTERY FEL.,1600 BLOCK DERBY ST,Berkeley,CA,37.859006, -122.277874
2219,BURGLARY AUTO,100 BLOCK SEAWALL DR,Berkeley,CA,37.863611, -122.317566
2220,VANDALISM,2700 BLOCK SAN PABLO AVE,Berkeley,CA,37.857714, -122.288536
2221,VEHICLE STOLEN,1000 BLOCK HEARST AVE,Berkeley,CA,37.869993, -122.294774
2222,THEFT MISD. (UNDER $950),1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
2223,VEHICLE STOLEN,2700 BLOCK WEBSTER ST,Berkeley,CA,37.855798, -122.252707
2224,BURGLARY AUTO,2200 BLOCK SHATTUCK AVE,Berkeley,CA,37.869363, -122.268028
2225,BURGLARY RESIDENTIAL,2700 BLOCK PIEDMONT AVE,Berkeley,CA,37.862024, -122.251212
2226,ASSAULT/BATTERY MISD.,1300 BLOCK 10TH ST,Berkeley,CA,37.879968, -122.296885
2227,IDENTITY THEFT,1100 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869067, -122.292043
2228,GUN/WEAPON,900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868263, -122.296013
2229,THEFT FELONY (OVER $950),1500 BLOCK RUSSELL ST,Berkeley,CA,37.854833, -122.279839
2230,THEFT FROM AUTO,2900 BLOCK MABEL ST,Berkeley,CA,37.853959, -122.284067
2231,MISSING ADULT,200 BLOCK FOREST LN,Berkeley,CA,37.896453, -122.260331
2232,DISTURBANCE,1800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871246, -122.274991
2233,ASSAULT/BATTERY MISD.,2300 BLOCK TELEGRAPH AVE,Berkeley,CA,37.868714, -122.259189
2234,BURGLARY AUTO,1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
2235,MISSING ADULT,2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
